183,25,972,WashedProV1392,252.8046,-7.113333,264.1546,-11.48333,4.3
184,25,1215,RefurbishedProV1392,245.1713,3.446667,257.1646,3.766667,4.5
185,25,996,WashedProV1392,251.1813,-0.87,262.8546,-0.9866667,4.4
186,25,438,NewProV1392,255.1513,9.943334,273.5313,12.10667,4.2
187,26,959,WashedProV1392,254.0479,-3.523333,270.0546,-2.24,3
188,26,943,WashedProV1392,253.2046,5.516667,265.0979,6.02,3
189,26,415,NewProV1392,254.1013,2.89,274.0913,3.493333,3.5
190,26,1237,RefurbishedProV1392,239.2613,34.6,249.0046,38.83,5
191,26,1211,RefurbishedProV1392,242.5213,1,248.1846,1.55,7
192,26,417,NewProV1392,258.9113,-3.72,273.8513,0.1333333,3.8
193,27,960,WashedProV1392,256.6579,-2.703333,274.5779,-2.736667,5
194,27,947,WashedProV1392,255.0013,6.683333,269.6146,8.9,4.1
195,27,410,NewProV1392,252.8379,-1.156667,263.7613,-1.32,4
196,27,1194,RefurbishedProV1392,247.3646,7.62,268.2679,11.30667,4.5
197,27,376,NewProV1392,256.0546,-9.473333,260.3313,-10.87667,2.9
198,27,1173,RefurbishedProV1392,246.3713,3.916667,256.5846,4.013333,5.7
199,28,1251,RefurbishedProV1392,246.5713,-13.88333,254.3446,-16.73667,7.2
200,28,969,WashedProV1392,256.7146,-8.82,276.8646,-11.33,3
201,28,940,WashedProV1392,258.4913,-3.046667,271.7079,-3.596667,3
202,28,430,NewProV1392,256.7179,1.783333,270.8279,1.566667,2
203,28,401,NewProV1392,252.4746,11.96667,267.4513,9.86,4.4
204,28,1242,RefurbishedProV1392,254.6213,1.16,267.1646,0.7266667,3.5
205,29,1012,WashedProV1392,259.7379,-2.766667,268.2946,-0.7433333,2
206,29,1174,RefurbishedProV1392,253.3713,-2.11,265.0713,-4.95,4.7
207,29,392,NewProV1392,254.7246,5.34,265.5979,6.786667,4
208,29,364,NewProV1392,253.4379,-2.166667,262.7613,-4.85,5.1
209,29,1199,RefurbishedProV1392,255.0279,-9.92,266.6413,-9.986667,3.3
210,29,955,WashedProV1392,252.8379,3.47,268.0346,4.36,4.7
211,30,1207,RefurbishedProV1392,249.3413,6.18,256.8479,4.62,5.2
212,30,942,WashedProV1392,253.9546,-6.226666,266.6846,-7.29,4.1
213,30,957,WashedProV1392,249.6213,5.886667,261.9646,6.076667,3.3
214,30,1190,RefurbishedProV1392,252.5479,11.45333,263.9979,11.06,3.3
215,30,443,NewProV1392,256.2646,-1.33,269.1313,-1.75,2.6
216,30,463,NewProV1392,254.5813,10.11333,269.5979,12.26333,3.2
217,31,999,WashedProV1392,249.3613,8.366667,262.4346,10.45667,5
218,31,1183,RefurbishedProV1392,247.6513,-9.773334,261.8013,-12.39,5
219,31,1247,RefurbishedProV1392,245.6079,3.026667,254.7613,0.79,6.3
220,31,477,NewProV1392,253.0879,10.54,266.6146,11.81667,4.5
221,31,432,NewProV1392,255.2279,-1.18,269.1213,-2.85,5.5
222,31,975,WashedProV1392,254.4979,8.19,268.6646,11.75,4.5
223,32,1238,RefurbishedProV1392,246.0879,-9.803333,257.9179,-12.67333,6.3
224,32,413,NewProV1392,258.8879,5.42,270.2179,6.473333,4.4
225,32,1008,WashedProV1392,251.6279,5.08,261.1013,7.183333,4.7
226,32,427,NewProV1392,253.1646,-2.75,264.2813,-0.55,4.2
227,32,1002,WashedProV1392,248.9113,0.54,255.2279,1.436667,4.8
228,32,1212,RefurbishedProV1392,252.8579,6.77,269.4413,9.836667,3.8
229,33,1181,RefurbishedProV1392,255.7746,8.836667,282.9779,8.956667,3.5
230,33,461,NewProV1392,257.5413,-1.953333,272.1813,-2.246667,2.7
231,33,479,NewProV1392,256.3713,-0.9866667,268.2446,-0.1733333,3.2
232,33,1009,WashedProV1392,255.3579,9.073334,270.1413,12.53,3.8
233,33,991,WashedProV1392,253.3713,-7.07,264.2013,-10.66333,4.9
234,33,1197,RefurbishedProV1392,252.0646,7.18,270.2179,10.05333,4.7
